q1	q2	q19	q20	q25	q47	q50a	q50b	q50c	q50d	q50e	q58	q60	q61a	q61b	q61c	q64	q65a	q65b	q65c	q65d	q65e	q66	q68a	q68b	q68d	q69	q70	q71	q75
809	Dissatisfied	Disapprove	Most of the time	Frustrated	Only some of the time	Yes, keeping promises	(VOL) Neither/Both equally	Statement #1	Statement #1	Statement #1	Statement #1	(VOL) Don't know/Refused	Sometimes fair game [OR IS IT]	Only a little	Only a little	Only a little	Not too fair	Some	Some	A lot	Not at all	Some	Losing influence	Neutral toward religion	Neutral toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Disapprove	Not too well	A lot
810	Satisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #2	Statement #2	Statement #1	Statement #2	Strongly oppose	Never fair game	Some	Some	A lot	Not fair at all	A lot	A lot	Not too much	Not at all	Not too much	Losing influence	Unfriendly toward religion	Neutral toward religion	Friendly toward religion	Should express their views on day-to-day social and political questions	Approve	Somewhat well	A lot
811	Satisfied	Approve	Hardly at all	Angry	Only some of the time	No, not keeping promises	Statement #1	Statement #2	Statement #2	Statement #1	Statement #2	Oppose	Never fair game	Some	A lot	None at all	Moderately fair	A lot	A lot	A lot	Not at all	A lot	Losing influence	Friendly toward religion	Friendly toward religion	Friendly toward religion	Should keep out of political matters	(VOL) Don't know/Refused	Not at all well	A little
812	Dissatisfied	Disapprove	Most of the time	Angry	(VOL) Never	Yes, keeping promises	Statement #1	Statement #1	Statement #1	Statement #1	Statement #1	Strongly favor	Never fair game	A lot	A lot	None at all	Moderately fair	Not at all	Some	A lot	Not at all	A lot	Losing influence	Neutral toward religion	Friendly toward religion	Neutral toward religion	Should keep out of political matters	Disapprove	Not too well	A lot
813	Dissatisfied	Disapprove	Hardly at all	Angry	Only some of the time	No, not keeping promises	Statement #1	Statement #2	Statement #2	Statement #1	Statement #1	Oppose	Never fair game	A lot	A lot	None at all	Not fair at all	Not too much	A lot	A lot	A lot	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Unfriendly toward religion	Should keep out of political matters	Disapprove	Very well	Nothing at all
814	(VOL) Don't know/Refused	Disapprove	Most of the time	(VOL) Don't know/Refused	Only some of the time	Yes, keeping promises	Statement #2	Statement #2	Statement #1	Statement #1	Statement #2	(VOL) Don't know/Refused	Sometimes fair game [OR IS IT]	Some	Some	Some	Moderately fair	A lot	Not too much	Some	Not too much	Some	Losing influence	Neutral toward religion	Neutral toward religion	Neutral toward religion	Should keep out of political matters	Disapprove	Not too well	A lot
815	Satisfied	Approve	Most of the time	Frustrated	(VOL) Never	No, not keeping promises	Statement #2	Statement #2	Statement #1	Statement #2	Statement #1	Favor	Sometimes fair game [OR IS IT]	Only a little	Only a little	Only a little	Moderately fair	Not too much	A lot	Not at all	A lot	Not at all	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Approve	Somewhat well	A lot
816	Dissatisfied	Approve	Only now and then	Frustrated	(VOL) Never	No, not keeping promises	Statement #2	Statement #2	Statement #2	(VOL) Don't know/Refused	Statement #2	Strongly oppose	Sometimes fair game [OR IS IT]	Some	Some	A lot	Moderately fair	A lot	Not at all	Not at all	A lot	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should keep out of political matters	Approve	Very well	A lot
817	Dissatisfied	Disapprove	Most of the time	Angry	Only some of the time	Yes, keeping promises	Statement #1	Statement #1	Statement #1	Statement #1	Statement #1	Strongly favor	Never fair game	A lot	A lot	Only a little	Moderately fair	Not too much	Some	A lot	Not too much	A lot	Increasing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Disapprove	Somewhat well	A lot
818	Satisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	(VOL) Neither/Both equally	(VOL) Neither/Both equally	Statement #1	Statement #2	Favor	Never fair game	Some	Only a little	Only a little	Moderately fair	Not at all	Not too much	Some	Not at all	A lot	Increasing influence	Unfriendly toward religion	Unfriendly toward religion	Unfriendly toward religion	Should express their views on day-to-day social and political questions	Approve	Very well	A lot
819	Dissatisfied	Disapprove	Most of the time	Frustrated	Only some of the time	Yes, keeping promises	Statement #1	Statement #1	Statement #1	Statement #1	Statement #1	Favor	Never fair game	A lot	A lot	Some	Not too fair	Some	Some	Some	Not at all	A lot	Increasing influence	Neutral toward religion	Neutral toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Disapprove	Very well	A lot
820	Satisfied	Disapprove	Most of the time	Basically content	Only some of the time	Yes, keeping promises	Statement #1	Statement #2	Statement #2	Statement #2	Statement #2	Oppose	Never fair game	Some	Some	Some	Moderately fair	Not at all	Not at all	Some	Some	Some	Losing influence	Friendly toward religion	Friendly toward religion	Friendly toward religion	Should keep out of political matters	Disapprove	Somewhat well	A little
821	Satisfied	Approve	Most of the time	Frustrated	(VOL) Never	Yes, keeping promises	Statement #2	Statement #1	Statement #1	Statement #2	Statement #1	Strongly oppose	Sometimes fair game [OR IS IT]	A lot	Only a little	Only a little	Moderately fair	Not too much	Some	A lot	A lot	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Friendly toward religion	Should express their views on day-to-day social and political questions	Approve	Very well	A lot
822	Dissatisfied	Approve	Some of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #1	Statement #2	(VOL) Don't know/Refused	Statement #1	Statement #2	Strongly oppose	Never fair game	Some	A lot	Some	Moderately fair	Some	(VOL) Don't know/Refused	A lot	Some	A lot	Increasing influence	Unfriendly toward religion	Neutral toward religion	Neutral toward religion	(VOL) Don't know/Refused	(VOL) Don't know/Refused	Not too well	A little
823	Dissatisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #1	Statement #1	Statement #2	Statement #1	Oppose	Never fair game	Only a little	Only a little	Only a little	Moderately fair	Not too much	Not too much	Not too much	Not too much	Not at all	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	(VOL) Don't know/Refused	Approve	Very well	A lot
824	Satisfied	Disapprove	Most of the time	Angry	Only some of the time	Yes, keeping promises	Statement #1	Statement #1	Statement #2	Statement #1	Statement #1	Strongly favor	Never fair game	Some	Some	Some	Not too fair	Some	Some	A lot	Not at all	Some	Losing influence	Friendly toward religion	Friendly toward religion	Friendly toward religion	Should keep out of political matters	Disapprove	Very well	A lot
825	Dissatisfied	Disapprove	Only now and then	Angry	Only some of the time	Yes, keeping promises	Statement #1	Statement #1	Statement #2	Statement #1	(VOL) Neither/Both equally	Strongly favor	Never fair game	A lot	Some	Only a little	Not fair at all	Not too much	Some	A lot	Not at all	A lot	Increasing influence	Neutral toward religion	Unfriendly toward religion	Unfriendly toward religion	Should keep out of political matters	Disapprove	Not at all well	A lot
826	Dissatisfied	Disapprove	Most of the time	Angry	Only some of the time	No, not keeping promises	Statement #1	Statement #2	Statement #2	Statement #1	Statement #1	Strongly favor	Never fair game	Only a little	Only a little	None at all	Moderately fair	Some	A lot	A lot	A lot	A lot	Increasing influence	Neutral toward religion	Unfriendly toward religion	Unfriendly toward religion	Should express their views on day-to-day social and political questions	Disapprove	Not at all well	A lot
827	Dissatisfied	Approve	Some of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #2	Statement #2	Statement #2	Statement #2	Favor	Never fair game	A lot	A lot	A lot	Moderately fair	Some	A lot	Some	Not too much	Not too much	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should keep out of political matters	Approve	Somewhat well	A lot
828	Dissatisfied	Approve	Only now and then	Frustrated	Only some of the time	Yes, keeping promises	Statement #1	Statement #2	Statement #2	Statement #2	Statement #2	(VOL) Don't know/Refused	Sometimes fair game [OR IS IT]	A lot	A lot	Only a little	Moderately fair	Not too much	A lot	A lot	A lot	A lot	Increasing influence	Neutral toward religion	Neutral toward religion	Neutral toward religion	Should keep out of political matters	(VOL) Don't know/Refused	Somewhat well	A lot
829	Dissatisfied	Disapprove	Most of the time	Frustrated	Only some of the time	Yes, keeping promises	Statement #2	Statement #1	Statement #2	Statement #2	Statement #1	Favor	Never fair game	A lot	A lot	None at all	Not fair at all	Not at all	A lot	Some	Not at all	Some	Losing influence	Friendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	(VOL) Don't know/Refused	Not at all well	A lot
830	Dissatisfied	Approve	Hardly at all	Frustrated	Only some of the time	Yes, keeping promises	Statement #1	Statement #1	Statement #2	Statement #1	Statement #1	(VOL) Don't know/Refused	Sometimes fair game [OR IS IT]	Some	Some	Only a little	Moderately fair	Not too much	Not at all	Some	Some	Some	(VOL) Don't know/Refused	Friendly toward religion	Friendly toward religion	(VOL) Don't know/Refused	Should express their views on day-to-day social and political questions	(VOL) Don't know/Refused	Not too well	A lot
831	Dissatisfied	Disapprove	Most of the time	Frustrated	(VOL) Never	No, not keeping promises	Statement #2	Statement #1	Statement #2	Statement #1	Statement #1	Strongly favor	Never fair game	Some	Some	Only a little	Not fair at all	Some	A lot	A lot	Some	A lot	Losing influence	Neutral toward religion	(VOL) Don't know/Refused	Friendly toward religion	Should keep out of political matters	Disapprove	Very well	A lot
832	Dissatisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #1	Statement #1	Statement #1	Statement #1	Oppose	Never fair game	Some	Some	A lot	Not too fair	Some	A lot	A lot	(VOL) Don't know/Refused	Some	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should keep out of political matters	Approve	Very well	A lot
833	(VOL) Don't know/Refused	Disapprove	Some of the time	Frustrated	Most of the time	No, not keeping promises	Statement #1	Statement #2	Statement #2	Statement #1	Statement #2	Favor	Never fair game	A lot	A lot	Only a little	Very fair	A lot	Not too much	Some	Not too much	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Unfriendly toward religion	Should keep out of political matters	Approve	Not too well	A lot
834	Satisfied	Approve	Most of the time	Frustrated	Most of the time	No, not keeping promises	Statement #2	Statement #1	Statement #2	Statement #2	Statement #1	Strongly favor	Never fair game	Some	Some	Only a little	Moderately fair	Not too much	Not too much	Not too much	Not at all	Not too much	Losing influence	Unfriendly toward religion	Friendly toward religion	Neutral toward religion	Should express their views on day-to-day social and political questions	Approve	Somewhat well	A lot
835	Satisfied	Approve	Most of the time	Frustrated	Most of the time	No, not keeping promises	Statement #1	Statement #2	Statement #2	Statement #2	Statement #1	(VOL) Don't know/Refused	Never fair game	Some	Some	Some	Moderately fair	Not too much	A lot	A lot	Not too much	A lot	Losing influence	Unfriendly toward religion	Friendly toward religion	Unfriendly toward religion	Should keep out of political matters	Approve	Very well	A little
836	Dissatisfied	Approve	Most of the time	Frustrated	Only some of the time	No, not keeping promises	Statement #2	Statement #2	Statement #2	Statement #1	Statement #2	Favor	Sometimes fair game [OR IS IT]	Some	Some	Some	Moderately fair	Not too much	Some	Not at all	Not at all	Not too much	Losing influence	Unfriendly toward religion	Friendly toward religion	Friendly toward religion	Should express their views on day-to-day social and political questions	Approve	Somewhat well	A lot
